#name	name2
XR_001839497.1	LOC108351765
XR_001839498.1	LOC108351765
XM_008766468.2	LOC102551265
NM_001012000.1	Plscr4
XR_001839499.1	LOC108351766
XR_594071.2	LOC102551814
XR_001839500.1	LOC108351767
XR_001839501.1	LOC108351768
NM_001134472.1	RGD1309079
XR_356500.2	LOC102552709
XR_001839608.1	LOC102552777
XR_001839607.1	LOC102552777
XR_001839609.1	LOC102552777
XR_594081.1	LOC103693163
XM_008766598.1	LOC100911537
XM_006243551.3	LOC102553055
XR_594082.1	LOC103693164
XR_001839504.1	LOC102553663
XR_001839505.1	LOC102553774
XR_594085.2	LOC102553774
XM_006243553.3	Chst2
XM_017596120.1	U2surp
NM_001271152.1	Paqr9
XM_017595845.1	LOC501038
NM_001047965.1	LOC501038
NM_001127640.1	PCOLCE2
XM_008766570.2	Trpc1
XM_008766519.2	Pls1
XM_006243576.3	Pls1
XM_006243575.3	Pls1
XM_006243574.2	Pls1
NM_001108178.2	Pls1
XR_594087.2	Xrn1
XM_008766575.2	LOC103693165
XM_008766576.2	LOC103693165
XM_006243572.3	Tfdp2
XM_006243567.3	Tfdp2
XM_006243561.3	Tfdp2
XM_006243568.3	Tfdp2
NM_001106847.2	Tfdp2
XM_006243569.3	Tfdp2
XM_008766483.1	Tfdp2
XM_006243563.1	Tfdp2
XM_017596189.1	LOC102551788
NM_001012471.1	Zbtb38
XR_594089.2	LOC100909637
XR_594077.2	Zbtb38
XR_594078.2	Zbtb38
XR_356506.3	Zbtb38
XR_001839188.1	Zbtb38
XR_356514.3	LOC102551426
XM_017596224.1	RGD1561847
XR_001839507.1	Slc25a36
XM_006243604.2	LOC100365810
NM_001013955.1	Trim42
XM_017596198.1	LOC100909709
XR_594091.1	LOC103690452
XR_356517.3	LOC102553116
XM_008766541.2	Nmnat3
XM_006243609.2	Nmnat3
XM_006243608.2	Nmnat3
NM_001013224.1	Nmnat3
XM_006243610.2	Nmnat3
NM_012733.4	Rbp1
XM_017595475.1	Rbp2
XM_006243607.1	Rbp2
NM_012640.2	Rbp2
NM_021765.1	Copb2
NM_001077530.1	Mrps22
XM_008766580.2	LOC103690070
XM_008766581.2	LOC103690070
XM_008766579.2	LOC103690070
XM_003750567.4	LOC100910021
XM_003750568.4	Prr23a
XM_008766601.1	LOC684381
XM_003750569.3	LOC684395
XM_001064056.3	LOC685501
XR_594092.2	LOC102547261
XR_594093.2	LOC102547261
XM_003750571.4	Foxl2
XM_017595423.1	Faim
XM_006243616.3	Faim
NM_080895.1	Faim
XM_006243617.3	Faim
XM_006243619.3	Faim
XM_017595424.1	Faim
NM_199406.2	Cxadrl1
XM_008766540.2	Cxadrl1
XM_008766539.2	Cxadrl1
XM_008766567.2	Pik3cb
NM_053481.2	Pik3cb
XR_356524.2	LOC102549538
XM_008766583.2	LOC684466
XM_008766554.2	Cep70
NM_001017470.1	Cep70
XM_017595788.1	Cep70
XM_006243641.1	Cep70
XM_006243639.1	Cep70
XM_006243635.1	Cep70
XM_008766555.1	Cep70
XM_008766552.1	Cep70
XM_006243640.3	Cep70
XM_008766556.2	Cep70
XM_343454.7	Esyt3
NM_012981.2	Mras
XM_017596123.1	Nme9
NM_001109437.2	Dbr1
XM_008766588.2	A4gnt
XM_006243626.3	Dzip1l
XM_006243627.3	Dzip1l
XM_008766526.2	Dzip1l
XM_008766527.2	Dzip1l
NM_001014095.1	Dzip1l
XM_006243629.3	Cldn18
NM_001014096.1	Cldn18
XR_594096.2	LOC102547937
XR_001839509.1	LOC102547937
NM_001106850.1	Sox14
XR_001839510.1	LOC102548012
XR_594098.2	LOC102548160
XR_594101.2	LOC102548160
XR_594105.2	LOC102548160
XR_594103.2	LOC102548160
XR_594099.1	LOC102548160
XR_594100.1	LOC102548160
XM_017595846.1	Il20rb
NM_001173438.1	Il20rb
XM_006243630.3	Slc35g2
XM_017595679.1	Slc35g2
NM_001012126.1	Slc35g2
NM_017030.2	Pccb
XM_236567.9	Msl2
XR_001839514.1	LOC108351771
XM_006243634.3	Ppp2r3a
XR_001839511.1	LOC102548692
XR_001839513.1	LOC102548692
XR_001839512.1	LOC102548692
XR_001839515.1	LOC108351772
XM_008766493.2	Cep63
XM_017595591.1	Cep63
NR_045200.1	Cep63
NM_001037772.1	Cep63
NM_001244805.1	Cep63
XM_008766490.2	Cep63
NM_001173983.1	Anapc13
XM_006243681.3	Anapc13
XM_006243683.3	Anapc13
XM_006243682.3	Anapc13
XM_006243680.3	Amotl2
NM_031717.1	Amotl2
XR_594107.2	LOC102549628
XM_008766473.2	Ryk
NM_080402.1	Ryk
XR_594108.2	LOC102549824
XR_594109.2	LOC102549824
XM_017595745.1	Rab6b
XM_006243669.3	Rab6b
NM_001108775.1	Rab6b
NM_001013252.1	Srprb
NM_001013110.1	Tf
NM_001047891.1	RGD1310507
XM_008766529.2	Cdv3
XM_006243660.3	Cdv3
XM_006243659.3	Cdv3
NM_001014097.1	Cdv3
XR_594110.2	LOC102550105
XR_001839518.1	LOC102550105
XR_594112.1	LOC102550226
XR_356559.2	LOC102550226
XR_594111.1	LOC102550226
XR_356560.3	LOC102550471
NM_001191882.1	Nphp3
NM_001108181.1	Acad11
XM_008766591.2	Ackr4
XM_017596125.1	Ackr4
XM_017596124.1	Ackr4
XM_006243689.3	Ackr4
XR_001839519.1	LOC108351774
NM_001106852.1	Mrpl3
NM_001127554.1	Nudt16
NM_001109516.1	LOC688828
NR_106702.1	Mir6330
XR_356564.2	LOC102551579
XR_001839520.1	LOC108351775
NM_001040156.2	Aste1
XM_008766545.2	Aste1
XM_006243672.3	Aste1
XM_008766544.2	Aste1
XM_008766547.2	Aste1
XM_006243675.3	Aste1
XM_008766546.1	Aste1
XM_008766548.1	Aste1
XR_594117.2	LOC103690457
XR_356565.2	LOC102552009
XM_017596126.1	LOC102552166
XM_006243801.3	Pik3r4
XM_006243800.1	Pik3r4
NM_001108777.1	Pik3r4
XR_594118.2	LOC103693167
XR_594119.1	LOC103690458
XR_001839631.1	LOC103690458
XM_006243856.3	Glyctk
XM_006243857.3	Glyctk
NM_001109449.2	Glyctk
NM_001271306.1	Wdr82
NR_128664.1	Mirlet7g
XM_008766595.2	Ppm1m
NM_001135238.1	Twf2
NM_198131.1	Tlr9
NM_024484.2	Alas1
XR_001839521.1	LOC102549759
XM_008766561.2	Poc1a
XM_017595847.1	Poc1a
NM_001109296.1	Poc1a
XM_008766562.2	Poc1a
NM_001100547.1	Dusp7
XM_017595500.1	Rpl29
NM_017150.1	Rpl29
XM_006243716.3	Acy1
XM_006243715.3	Acy1
NM_001005383.1	Acy1
XM_008766495.2	Abhd14a
XM_008766498.2	Abhd14a
XM_008766496.2	Abhd14a
XM_006243720.3	Abhd14a
XM_006243717.3	Abhd14a
XM_008766499.2	Abhd14a
XM_008766494.2	Abhd14a
NM_001009670.1	Abhd14a
XM_006243724.2	Abhd14b
XM_017595593.1	Abhd14b
NM_001007664.1	Abhd14b
XM_006243802.3	Pcbp4
XM_006243803.3	Pcbp4
NM_001191883.1	Pcbp4
XM_008766596.2	Gpr62
XM_006243725.3	Parp3
XM_008766500.1	Parp3
NM_001008328.1	Parp3
NM_001108778.1	Rrp9
XM_006243838.3	Iqcf1
NM_001109361.1	Iqcf1
NM_001145072.1	Iqcf5
XM_017595850.1	Iqcf3
XM_017595848.1	Iqcf3
XM_017595849.1	Iqcf3
NM_001025153.1	Iqcf3
XM_006243837.2	Iqcf3
XM_006243862.3	LOC102550160
NM_001109362.1	Iqcf6
NM_001105711.1	Grm2
XM_017595456.1	Grm2
XM_017595457.1	Grm2
XR_001839522.1	LOC108351776
XM_008766501.1	Tex264
XM_006243727.3	Tex264
NM_001007665.1	Tex264
XM_006243726.3	Tex264
XR_001839523.1	LOC108351777
XM_236613.10	Rbm15b
XM_017596129.1	Rbm15b
XM_006243775.2	Manf
NM_001108183.1	Manf
XM_008766531.2	Mapkapk3
XM_006243776.3	Mapkapk3
NM_001012127.1	Mapkapk3
NM_031804.1	Cish
XM_006243728.2	Hemk1
XM_006243729.3	Hemk1
XM_006243730.3	Hemk1
NM_001106853.1	Hemk1
XM_006243733.3	RGD1307461
NM_001106854.1	RGD1307461
NM_001108779.1	Tmem115
NM_001007753.1	Cyb561d2
XM_006243804.3	Cyb561d2
NM_001025744.2	Nprl2
NM_001004284.1	Zmynd10
NM_001037555.1	Rassf1
NM_001007754.1	Rassf1
XM_017595746.1	Rassf1
NM_001109297.1	Tusc2
XM_006243855.3	Hyal2
NM_172040.2	Hyal2
XM_017595794.1	Hyal1
NM_207616.1	Hyal1
NM_001304776.1	Nat6
NM_207599.2	Hyal3
NM_001047871.1	Ifrd2
XM_006243870.3	Lsmem2
XM_017596130.1	Lsmem2
XM_001071401.4	Lsmem2
XM_017595748.1	Sema3b
XM_006243810.3	Sema3b
XM_017595747.1	Sema3b
NM_001079942.1	Sema3b
NM_031035.3	Gnai2
XM_006243858.1	Gnai2
XR_001839153.1	Slc38a3
NM_145776.1	Slc38a3
NM_001108780.2	Gnat1
XM_017595695.1	Sema3f
XM_017595694.1	Sema3f
XM_017595691.1	Sema3f
XM_017595693.1	Sema3f
XM_006243778.3	Sema3f
XM_017595692.1	Sema3f
XM_008766532.2	Sema3f
NM_001108185.1	Sema3f
NM_001108186.1	Rbm6
XM_008766535.2	Rbm6
XM_006243781.2	Rbm6
XM_006243780.3	Rbm6
XM_017595696.1	Rbm6
XM_006243783.3	Mon1a
NM_001126284.1	Mon1a
XM_006243782.1	Mon1a
NM_001106855.2	Mst1r
NM_001024788.1	Actl11
NM_024000.1	Camkv
XM_008766558.2	Traip
NM_001109004.2	Traip
NM_001106856.1	Uba7
XM_006243743.3	Uba7
XM_006243741.2	Uba7
XM_006243742.2	Uba7
XM_008766505.2	Uba7
NM_001108187.1	Fam212a
XM_006243871.3	Cdhr4
XM_006243872.2	Cdhr4
XM_006243880.3	Cdhr4
NM_053316.2	Ip6k1
XM_006243811.3	Gmppb
NM_001108781.1	Gmppb
NM_001191580.1	Rnf123
XM_006243693.3	Rnf123
XM_006243691.3	Rnf123
XM_006243695.3	Rnf123
XR_001839125.1	Rnf123
XM_006243694.2	Rnf123
XM_006243696.2	Rnf123
XM_006243697.3	Rnf123
XM_006243692.1	Rnf123
NM_178144.1	Amigo3
NM_024352.1	Mst1
NM_012500.1	Apeh
NM_053697.1	Dag1
NM_001034999.1	Nicn1
NM_001014004.1	Amt
NM_001014005.1	Tcta
XM_006243774.3	Tcta
XM_008766514.2	Tcta
XM_006243699.1	Rhoa
XM_006243700.1	Rhoa
XM_006243701.1	Rhoa
NM_057132.3	Rhoa
NM_030826.3	Gpx1
NM_001106093.2	Usp4
NM_001135012.1	Usp4
NM_001109113.1	LOC498675
XM_017595813.1	LOC498675
XM_001055346.6	Ccdc36
XM_017595910.1	LOC680045
XM_017595909.1	LOC680045
NM_001109389.1	LOC680045
NM_001007685.1	Klhdc8b
XM_006243832.2	Ccdc71
XM_006243835.3	Ccdc71
NM_001024904.1	Ccdc71
XM_006243709.2	Lamb2
NM_012974.1	Lamb2
XM_006243794.3	Usp19
XM_006243796.3	Usp19
XM_006243795.3	Usp19
XM_006243793.3	Usp19
XM_006243798.3	Usp19
XM_006243799.3	Usp19
XM_006243797.3	Usp19
NM_001001516.2	Usp19
NM_001007624.1	Qars
XM_008766477.2	Qars
XM_008766507.2	Qrich1
XM_006243751.3	Impdh2
NM_199099.2	Impdh2
NM_020080.3	Ndufaf3
NM_001033971.2	Ndufaf3
NR_037333.1	Mir3555
NR_031907.1	Mir191
NR_032277.1	Mir425
NM_001014214.1	Dalrd3
NM_001006988.2	Wdr6
XM_217285.9	P4htm
XM_006243787.2	Arih2
XM_017596191.1	Arih2os
NM_053965.2	Slc25a20
NM_019264.2	Prkar2a
XM_006243713.3	Prkar2a
XM_008766566.2	Ip6k2
XM_008766564.2	Ip6k2
NM_021660.2	Ip6k2
XM_008766509.2	Nckipsd
XM_006243754.3	Nckipsd
XM_006243753.3	Nckipsd
NM_001106857.1	Nckipsd
XM_006243861.3	Celsr3
XM_017595932.1	Celsr3
XM_006243860.3	Celsr3
NM_031320.1	Celsr3
XM_006243758.3	Slc26a6
XM_006243757.3	Slc26a6
XM_006243756.3	Slc26a6
XM_006243755.3	Slc26a6
NM_001143817.1	Slc26a6
XR_001839525.1	LOC108351778
NM_001163477.1	Tmem89
NM_001004250.2	Uqcrc1
NR_032771.1	Mir711
NM_133385.2	Ucn2
XM_006243840.3	Pfkfb4
XM_008766563.2	Pfkfb4
NM_019333.1	Pfkfb4
XM_017595868.1	Pfkfb4
XM_006243842.3	Pfkfb4
XR_594123.2	LOC100911077
XR_001839526.1	LOC108351779
XM_006243761.2	Shisa5
XM_006243760.2	Shisa5
XM_008766511.2	Shisa5
XM_006243762.3	Shisa5
NM_001006989.1	Shisa5
NM_001024989.1	Trex1
NM_001106859.1	Atrip
XR_594076.2	Atrip
XR_356568.3	Atrip
XM_006243766.3	Atrip
XM_006243767.3	Atrip
XM_006243790.3	Ccdc51
XM_006243791.2	Ccdc51
NM_001126048.2	Tma7
XM_017595908.1	Tma7
XM_006243788.3	Ccdc51
NM_001014098.1	Ccdc51
XM_006243789.3	Ccdc51
XM_006243792.3	Ccdc51
XM_006243882.2	Plxnb1
XM_006243884.3	Plxnb1
XR_356590.2	LOC102553408
XM_236641.7	Fbxw12
XM_008766512.2	Spink8
XM_017595595.1	Spink8
NM_001106860.1	Spink8
XM_006243849.1	Nme6
XM_006243848.3	Nme6
XM_006243847.3	Nme6
XM_006243851.2	Nme6
XM_017595880.1	Nme6
XM_017595879.1	Nme6
XM_017595878.1	Nme6
XM_006243850.3	Nme6
NM_001191884.1	Nme6
NM_001100724.1	Camp
XM_006243825.3	Map4
XM_006243824.3	Map4
XM_017595797.1	Map4
XM_017595796.1	Map4
XM_006243826.3	Dhx30
XM_006243829.3	Dhx30
XM_017595802.1	Dhx30
XM_006243830.2	Dhx30
XM_017595800.1	Dhx30
XM_017595799.1	Dhx30
NM_001013249.1	Dhx30
XM_017595801.1	Dhx30
XM_006243831.2	Dhx30
XM_017595798.1	Dhx30
NM_019284.1	Cspg5
NM_133652.1	Cspg5
XR_001839528.1	LOC102547516
XR_001839529.1	LOC102547516
XM_006243892.3	LOC100911725
XR_594124.2	LOC100911671
XR_001839530.1	LOC108351780
XM_017596131.1	LOC100911807
XM_003750589.4	LOC100911807
XR_594138.2	LOC102555419
XR_594137.2	LOC102555419
XM_017596192.1	LOC103693173
XM_017596226.1	LOC102555511
NM_001108782.2	Elp6
NM_057204.2	Ptpn23
NM_001106862.1	Ngp
XM_006244007.2	Klhl18
XM_017596132.1	Klhl18
XM_006244006.3	Klhl18
XM_006244005.2	Klhl18
XM_236647.8	Klhl18
XR_001839532.1	LOC108351781
XM_006243921.2	Nradd
NM_139259.2	Nradd
XM_006244008.3	Nbeal2
XM_003750590.4	Nbeal2
XM_006244009.3	Nbeal2
XM_003750591.4	Nbeal2
XM_006243970.3	Ccdc12
NM_001108783.1	Ccdc12
XM_006244002.2	Pth1r
XM_006243999.2	Pth1r
XM_008766651.1	Pth1r
XM_006243998.3	Pth1r
XM_006244000.3	Pth1r
NM_020073.2	Pth1r
XM_006243917.3	Myl3
NM_012606.2	Myl3
NM_001106863.2	Prss42
XM_017595851.1	Prss44
XM_008766647.1	Prss44
NM_001109298.1	Prss44
XM_008766648.2	Prss44
XM_017596133.1	LOC103690462
XM_002729972.4	LOC100360828
NM_001008864.1	Prss45
XM_006243993.2	Prss46
NM_001008865.1	Prss46
XM_017596135.1	Prss50
XM_006244013.3	Als2cl
XM_006244011.3	Als2cl
XM_006244014.3	Als2cl
XM_008766654.2	Als2cl
XM_006244015.3	Als2cl
XM_006244018.2	Als2cl
XM_236654.8	Als2cl
XM_017596134.1	Als2cl
XM_017596227.1	Tdgf1
XM_017595598.1	Lrrc2
XM_017595599.1	Lrrc2
XM_006243926.3	Lrrc2
NM_001012001.1	Lrrc2
XM_006243965.3	Rtp3
NM_001108190.1	Rtp3
XM_017596137.1	RGD1565653
XM_017596136.1	RGD1565653
NM_001106864.1	Ltf
NM_001108191.1	Ccrl2
XM_006243966.2	Ccrl2
XM_017595697.1	Ccrl2
XR_594142.2	LOC102552504
XM_006244028.1	LOC102556485
XM_017595929.1	Mlh1
NM_031053.1	Mlh1
NM_001271384.1	Epm2aip1
NM_001191799.1	Trank1
XR_594144.1	LOC102552801
XR_356608.1	LOC102552712
NM_001191800.1	Dclk3
XR_356607.2	LOC102552650
XR_001839534.1	LOC108351782
XM_017595761.1	Arpp21
NR_031874.1	Mir128-2
XM_017595762.1	Arpp21
XM_017595765.1	Arpp21
XM_017595763.1	Arpp21
XM_017595764.1	Arpp21
XM_017595766.1	Arpp21
XM_017595767.1	Arpp21
XM_017595768.1	Arpp21
XR_001839536.1	LOC108351783
NM_001135046.1	Arpp21
XM_017595769.1	Arpp21
XR_001839543.1	LOC103690464
XR_001839540.1	LOC103690464
XR_001839542.1	LOC103690464
XR_594145.2	LOC103690464
XR_001839539.1	LOC103690464
XR_001839538.1	LOC103690464
XR_001839537.1	LOC103690464
XR_001839541.1	LOC103690464
XR_001839544.1	LOC102553777
XR_594148.2	LOC102553777
XR_356619.3	LOC102553940
XR_356621.3	LOC102554058
XR_594150.2	LOC102554003
XR_001839545.1	LOC108351784
XR_001839546.1	LOC108351785
XR_594151.2	LOC102554279
XR_594152.2	LOC102554279
XM_008766663.1	LOC102546514
XM_006243997.2	Pdcd6ip
NM_001029910.3	Pdcd6ip
XR_594153.2	LOC100910424
XM_008766630.1	Ubp1
NM_001191819.1	Ubp1
XR_594129.2	Ubp1
XM_006243962.1	Ubp1
XM_008766631.1	Ubp1
XR_001839547.1	LOC108351786
XM_008766656.2	Susd5
XM_236674.8	Susd5
XR_001839548.1	LOC108351787
NM_001108785.1	Crtap
NM_001108192.1	Glb1
XM_006244024.3	Tmppe
XM_006244023.3	Tmppe
XM_006243915.3	Ccr4
NM_133532.2	Ccr4
NM_001191801.1	Trim71
XR_356634.2	LOC100910525
NM_145772.1	Dync1li1
NM_001007802.3	Cmtm6
XM_006243969.3	Cmtm6
NM_001109300.1	Cmtm7
XM_006243964.3	Cmtm8
NM_198754.2	Cmtm8
NM_001191885.1	Gpd1l
XR_001839549.1	LOC108351788
XR_001839550.1	LOC108351789
XR_594158.2	LOC102557192
XR_594156.2	LOC102557192
XR_001839552.1	LOC108351790
XR_001839633.1	LOC108351855
XR_594161.1	LOC102556057
XR_594160.1	LOC102556057
XR_594159.1	LOC102556057
XM_017596145.1	LOC102556057
XM_008766659.2	LOC102556057
XR_001839554.1	LOC108351791
XR_001839555.1	LOC108351791
XR_594162.2	LOC102557285
XR_594163.2	LOC102557285
XR_356648.2	LOC100910986
XM_006244031.3	LOC102546889
XR_356651.3	LOC102549723
XR_594183.2	LOC103690469
XR_594184.2	LOC102549861
XR_001839556.1	LOC102549861
XR_001839557.1	LOC102549861
XR_001839558.1	LOC102549917
XR_001839560.1	LOC102549917
XR_001839559.1	LOC102549917
XR_594186.2	LOC102549917
XR_594192.2	LOC103690470
XR_594196.1	LOC103693177
XR_001839562.1	LOC108351793
XR_594197.2	LOC102550472
XM_006244032.3	Azi2
NM_001025705.1	Azi2
XR_001839565.1	LOC108351794
XR_356678.3	LOC102547938
XR_356682.3	LOC102548091
XR_356683.3	LOC102548091
XR_001839566.1	LOC108351795
XR_356697.2	LOC102552802
XR_356691.2	LOC102552576
XM_017596151.1	LOC102557427
XM_017596150.1	LOC102557427
XM_006244044.3	LOC680933
XR_356702.3	LOC680933
XR_001839569.1	LOC680933
XR_001839568.1	LOC680933
XM_006244045.3	LOC100911408
XM_017596193.1	Eomes
XM_017595858.1	Golga4
XM_017595855.1	Golga4
XM_017595852.1	Golga4
XM_017595856.1	Golga4
XM_017595853.1	Golga4
XM_006244132.3	Golga4
XM_006244133.3	Golga4
XM_006244126.3	Golga4
XM_017595857.1	Golga4
XM_017595854.1	Golga4
NM_001191080.1	Golga4
XR_001839570.1	LOC108351797
XR_001839571.1	LOC108351798
XM_008766675.2	Ctdspl
NR_031830.1	Mir26a
XM_006244085.1	Vill
NM_001191617.1	Vill
XM_006244063.3	Plcd1
NM_017035.1	Plcd1
XR_594205.2	LOC102548352
XM_017596152.1	Acaa1b
NM_001108193.1	Slc22a14
NM_001126285.1	Slc22a13
XM_008766677.2	Slc22a13
XM_008766678.2	Slc22a13
XM_008766700.2	LOC685081
XR_001839574.1	LOC108351799
NM_198130.1	Myd88
XM_006244087.3	Myd88
NM_012489.2	Acaa1
XM_017595478.1	Acvr2b
XM_006244072.3	Acvr2b
NM_031554.1	Acvr2b
XM_017596194.1	LOC108351831
XM_006244088.3	Exog
NM_001106866.1	Exog
XM_017596172.1	LOC108351811
XM_017595519.1	Scn11a
XM_017595517.1	Scn11a
XM_017595516.1	Scn11a
NM_019265.2	Scn11a
XM_017595518.1	Scn11a
XM_017595515.1	Scn11a
XR_001839575.1	LOC108351800
NM_019385.2	Gorasp1
XM_006244150.3	Ttc21a
XM_003750604.4	Ttc21a
XM_017596153.1	Ttc21a
XM_008766688.2	Csrnp1
XM_006244121.2	Csrnp1
XM_008766689.2	Csrnp1
XM_006244120.3	Csrnp1
XM_006244122.3	Csrnp1
NM_001108786.1	Csrnp1
XR_001839576.1	LOC108351801
XR_001839578.1	Xirp1
XR_001839577.1	Xirp1
XR_001839579.1	Xirp1
XM_017596154.1	Xirp1
XM_006244151.3	Xirp1
XM_008766701.2	Xirp1
XM_006244155.3	Xirp1
NM_133534.1	Cx3cr1
XM_008766702.2	Ccr8
NM_001030032.1	Slc25a38
XM_006244089.3	Slc25a38
XM_008766672.2	Rpsa
NM_017138.2	Rpsa
XR_594209.2	LOC103690472
XM_008766669.2	Mobp
XM_006244067.3	Mobp
XM_006244065.3	Mobp
XR_594210.2	LOC102549288
XR_594211.2	LOC102549350
XR_001839580.1	LOC102549350
XR_001839581.1	LOC108351802
XR_001839582.1	LOC108351803
NM_001106867.1	Eif1b
XM_006244097.2	Entpd3
XM_017595700.1	Entpd3
NM_178106.2	Entpd3
XM_017595701.1	Entpd3
NM_022949.2	Rpl14
XR_594218.2	LOC103690473
XR_001839583.1	LOC102549893
XR_001839584.1	LOC102549893
XR_594220.2	LOC102550045
XR_001839585.1	LOC102550045
XR_001839586.1	LOC108351804
XR_001839634.1	LOC102550417
XM_017595939.1	Ctnnb1
XM_017595940.1	Ctnnb1
XM_017595936.1	Ctnnb1
XM_017595937.1	Ctnnb1
XM_008766691.2	Ctnnb1
NM_053357.2	Ctnnb1
XM_008766679.2	Trak1
XM_006244102.3	Trak1
XM_008766680.2	Trak1
XM_006244099.3	Trak1
NM_012829.2	Cck
XM_017595477.1	Cck
XM_006244125.3	Lyzl4
XM_006244123.3	Lyzl4
NM_001246183.1	Lyzl4
XM_008766703.2	Sec22c
XM_003750606.4	Ss18l2
XM_017596195.1	Nktr
XM_006244166.3	Zbtb47
XM_008766708.2	Zbtb47
XM_006244167.3	Zbtb47
XM_006244165.3	Zbtb47
XM_006244168.3	Zbtb47
XM_006244090.3	Hhatl
XM_006244091.3	Hhatl
NM_001106868.1	Hhatl
XM_008766709.2	Ccdc13
XM_008766710.2	Ccdc13
NM_080902.4	Higd1a
XR_594224.2	LOC103690474
XM_017595421.1	Ackr2
XM_008766664.2	Ackr2
NM_078621.2	Ackr2
NM_031241.1	Cyp8b1
XR_356740.2	LOC102551973
XR_001839588.1	LOC100360613
XR_594225.2	LOC100360613
XR_001839587.1	LOC367191
XM_236724.7	Fam198a
XM_008766683.2	Pomgnt2
XM_008766681.2	Pomgnt2
NM_001009437.1	Pomgnt2
XM_006244057.3	Snrk
XM_006244060.3	Snrk
XM_017595425.1	Snrk
XM_006244061.2	Snrk
XM_006244058.3	Snrk
XM_006244062.2	Snrk
XM_006244059.1	Snrk
XM_017595426.1	Snrk
NM_138833.1	Snrk
XM_017596162.1	Ano10
XM_236774.8	Ano10
XR_594228.1	LOC103690476
XR_594227.2	LOC103690475
XR_594226.2	LOC103690475
XR_001839589.1	LOC103690475
XM_017596163.1	Ano10
XR_594230.2	LOC102552874
XR_594229.2	LOC102552874
XR_594231.2	LOC102552874
NM_212524.1	Abhd5
XM_006244107.2	Abhd5
XM_017595704.1	Abhd5
XM_006244108.3	Abhd5
XM_006244109.2	Abhd5
XR_356745.3	LOC102552982
XR_594233.2	LOC102554038
XR_001839594.1	LOC102554150
XR_594235.2	LOC102554150
XR_001839593.1	LOC102554150
XR_594234.2	LOC102554150
XR_001839595.1	LOC102554150
XR_356751.3	LOC102554150
XR_356749.3	LOC102554150
XR_001839596.1	LOC102554280
XR_356752.3	LOC102554280
XR_356753.3	LOC102554280
XR_001839597.1	LOC102554280
XR_594237.2	LOC103690477
XR_001839598.1	LOC103690480
XR_594238.2	LOC103690478
NR_031885.1	Mir138-1
XM_006244205.3	Topaz1
XM_238565.9	Topaz1
XM_008766729.2	Topaz1
XM_008766728.2	Topaz1
XM_006244204.3	Topaz1
XR_001839599.1	LOC102550701
NM_001191802.1	Zfp445
XM_006244181.2	Zfp445
XM_006244183.3	Zfp445
XM_017595775.1	Zfp167
XM_017595774.1	Zfp167
XM_006244199.1	Zfp167
XM_006244200.2	Zfp167
NM_001170577.1	Zfp167
XM_017596164.1	Znf660
XM_017596167.1	Znf660
XM_017596165.1	Znf660
XM_017596166.1	Znf660
NM_001012128.2	Zfp105
NM_001047920.1	LOC367195
NM_001008329.1	RGD1311745
NM_181635.2	Kif15
NM_001191886.1	Tmem42
XM_008766716.2	Zdhhc3
XM_008766714.2	Zdhhc3
XM_006244188.3	Zdhhc3
NM_001039014.1	Zdhhc3
NM_001100725.1	Exosc7
XM_003750609.4	Clec3b
XM_006244189.3	Cdcp1
NM_001106869.1	Cdcp1
NM_057212.1	Tmem158
NM_001112737.2	Limd1
XM_008766731.2	RGD1566368
XM_002729986.5	RGD1566368
XM_017596168.1	RGD1566368
NM_133296.1	Slc6a20
XM_017595491.1	Ccr9
NM_172329.1	Ccr9
XM_006244179.3	Ccr9
XM_017595602.1	Fyco1
NM_001102587.1	Cxcr6
NM_001106871.1	Xcr1
NM_020542.2	Ccr1
XM_017596169.1	LOC108351807
NM_001106872.1	Ccr1l1
XR_001839131.1	Ccr5
XR_001839130.1	Ccr5
XR_001839132.1	Ccr5
XM_017595419.1	Ccr5
NM_053960.3	Ccr5
XM_017596170.1	LOC102553278
XM_006244214.3	LOC102553278
XM_006244216.2	LOC102553278
XM_008767175.2	Nbeal1
XM_017596695.1	LOC691414
XM_017596694.1	LOC691414
XR_594281.2	Cul9
XM_017596418.1	Cul9
XM_017596419.1	Cul9
XM_017596420.1	Cul9
XM_017596417.1	Cul9
XM_006244518.3	Cul9
NM_001191582.1	Cul9
XR_001839785.1	LOC108351914
XM_006244825.3	Nck2
NM_001108216.1	Nck2
XM_008767035.2	Nck2
NM_021687.1	Erbb4
XM_017596848.1	Dner
NM_001177817.1	LOC100362040
XM_006245529.3	Farp2
XM_017596498.1	Farp2
XM_017596496.1	Farp2
XM_017596497.1	Farp2
XM_006245532.3	Farp2
NM_001108233.1	Farp2
XR_001839992.1	LOC108352036
XM_017596238.1	Epb41l3
XM_003750755.4	LOC689173
NM_145095.2	Kcnh8
NM_001007557.1	Adgre1
XM_006244280.3	Adgre1
NM_001303144.1	Safb2
XM_017596723.1	Treml4
XM_017596722.1	Treml4
XM_017596413.1	Trerf1
XM_017596415.1	Trerf1
XM_017596416.1	Trerf1
XM_006244452.3	Trerf1
XM_006244453.3	Trerf1
XM_008766863.2	Trerf1
XM_017596412.1	Trerf1
XM_017596414.1	Trerf1
NM_001037215.3	Slc35b2
XM_006244609.3	Tdrd6
XM_006244608.3	Tdrd6
