#name	name2
XM_006230449.3	Ptpre
XM_008759972.2	Ptpre
XR_001836039.1	LOC108349658
NM_053767.1	Ptpre
XR_590525.2	LOC102551963
XM_006230450.3	Ptpre
XR_001836042.1	LOC108349661
XR_001836041.1	LOC108349660
XR_590526.2	LOC102552157
XR_001836040.1	LOC108349659
XR_590527.1	LOC103691255
XR_590528.2	LOC102552489
XR_001836046.1	LOC108349662
XR_590530.2	LOC102552565
XR_001836043.1	LOC102552565
XR_590531.2	LOC102552565
XR_001836045.1	LOC102552565
XR_001836044.1	LOC102552565
NM_032614.2	Glrx3
XM_017589626.1	Glrx3
XM_017589625.1	Glrx3
XR_590532.2	LOC103691257
XR_001836047.1	LOC108349663
XR_590533.2	LOC102552864
XR_001836048.1	LOC108349664
XM_008760006.1	Mapk1ip1
XM_008760007.1	Mapk1ip1
XM_006230489.3	Mapk1ip1
XM_006230491.3	Mapk1ip1
XM_006230490.3	Mapk1ip1
NM_001122782.1	Mapk1ip1
NM_144746.2	Ppp2r2d
XM_017588785.1	Ppp2r2d
NM_053420.3	Bnip3
XR_350825.3	LOC102553541
NM_012933.1	Dpysl4
NM_001108922.1	Stk32c
XM_006230466.3	Pwwp2b
NM_001108507.2	Pwwp2b
XR_590534.2	LOC103691258
XR_350828.3	LOC102553651
NM_001107558.2	Nkx6-2
XM_017590470.1	Cfap46
XR_001836054.1	LOC108349667
XR_001836053.1	LOC108349666
XR_001836051.1	LOC108349666
XR_001836052.1	LOC108349666
XR_001836050.1	LOC108349666
XM_017590471.1	Kndc1
NM_001131032.1	Utf1
XR_350829.3	LOC102553731
NR_032736.1	Mir202
XM_008760018.2	LOC103691261
XM_006230499.3	Adam8
XM_006230500.3	Adam8
XM_006230501.3	Adam8
XM_017590243.1	Adam8
NM_001106309.1	Zfp511
NM_053712.1	Msx3
XR_350835.3	LOC102551319
XR_001836055.1	LOC102551319
NM_138915.1	Caly
NM_001190399.1	Caly
NM_031669.1	Prap1
NM_001106310.1	Fuom
NM_078623.2	Echs1
XM_003749002.4	Mtg1
XM_006230584.3	Mtg1
XM_006230573.3	Sprn
NM_001031845.1	Sprn
XM_017588847.1	Olr287
NM_001000554.1	Olr286
XM_017588848.1	Olr287
NM_173334.1	Olr287
NM_001000231.1	Olr288
NM_001106312.1	Cd163l1
XM_017588997.1	Cd163l1
XM_017588999.1	Olr292
XM_017589000.1	Olr292
NM_001000767.1	Olr289
XM_003749003.3	LOC100360557
NM_001000232.1	Olr292
NM_001000233.1	Olr295
NM_001000234.1	Olr297
NM_001000235.1	Olr298
XM_017589004.1	Olr300
NM_001000236.1	Olr299
XM_008759977.2	Olr300
XM_008759978.2	Olr300
XM_008759976.2	Olr300
XM_017589003.1	Olr300
NM_001000237.1	Olr300
NM_001000238.1	Olr302
NM_001000239.1	Olr303
NM_001001039.1	Olr304
NM_001000240.1	Olr305
NM_001000766.1	Olr306
XM_008760020.2	LOC103690271
NM_001000955.1	Olr308
NM_001000242.1	Olr309
NM_001000765.1	Olr310
NM_001000555.1	Olr311
NM_001000764.1	Olr312
NM_001001040.1	Olr313
NM_001000243.1	Olr315
NM_001025058.2	Syce1
XR_590538.1	LOC103691262
NM_001134507.1	RGD1309350
NM_001107561.1	Scgb1c1
XM_006230563.3	Odf3
NM_001108924.1	Odf3
XM_006230574.3	Bet1l
NM_019368.3	Bet1l
NM_001100520.1	Ric8a
XM_006230526.3	Sirt3
XM_008759981.2	Sirt3
NM_001106313.2	Sirt3
NM_012786.3	Cox8b
NM_134375.3	Nlrp6
XM_017590245.1	LOC108348167
XM_008760021.2	LOC102555474
XM_006230587.3	Pgghg
XM_002728832.4	Ifitm5
XR_001836056.1	LOC108349669
NM_030833.1	Ifitm2
XM_006230530.2	Ifitm1
NM_001106314.1	Ifitm1
NM_001136124.1	Ifitm3
XM_008760024.2	Ifitm6
XM_008760025.2	Ifitm6
XM_017590247.1	Ifitm6
XM_008760022.1	Ifitm6
XM_008760023.1	Ifitm6
XM_017590246.1	Ifitm6
NM_001107562.1	B4galnt4
XM_006230531.3	Pkp3
XM_008759982.2	Pkp3
NM_001106315.1	Pkp3
XM_008759989.2	Sigirr
XM_006230552.3	Sigirr
XM_006230553.3	Sigirr
XM_008759990.2	Sigirr
XM_017589230.1	Sigirr
NM_001024887.1	Sigirr
XR_350840.2	LOC102552971
XM_017590251.1	LOC100911365
XM_003749006.4	LOC100911365
XM_003749007.4	LOC100911402
XM_017590252.1	LOC100911440
XM_003749011.4	LOC100911519
XM_003749013.2	LOC100911575
XM_003749014.3	LOC100911615
XM_006230597.3	LOC100911692
XM_006230596.3	LOC100911692
XM_006230595.3	LOC100911692
XM_003749017.4	LOC100911730
XM_017590253.1	LOC100911730
XM_006230598.3	LOC100911730
XM_017590254.1	LOC100911730
XM_003749020.4	LOC100911840
XM_003749018.3	LOC100911766
XM_003749019.4	LOC100911766
XM_017590255.1	LOC100911766
XM_008760032.2	LOC100911766
XM_006230604.3	LOC100911881
XM_006230603.3	LOC100911881
XR_590539.2	LOC100911881
XM_017589005.1	Ptdss2
NM_001106316.1	Ptdss2
NM_001270762.1	Rnh1
NM_001270763.1	Rnh1
NM_139105.3	Rnh1
NM_001098241.1	Hras
NM_001130441.1	Hras
XM_017589006.1	Hras
XM_006230535.3	Hras
XM_017589007.1	Hras
XM_017589008.1	Hras
XM_006230564.3	Lrrc56
XM_006230565.3	Lrrc56
XM_006230566.3	Lrrc56
XM_017589499.1	Lrrc56
XM_017589500.1	Lrrc56
XM_006230569.2	Lrrc56
NM_001024902.1	Lrrc56
XM_006230570.3	Lrrc56
NM_001127540.1	Lmntd2
XM_008759991.2	Lmntd2
XM_006230555.3	Lmntd2
XM_006230554.3	Lmntd2
XM_017589231.1	Lmntd2
XM_006230539.3	Rassf7
XM_006230537.3	Rassf7
XM_006230538.3	Rassf7
NM_001106317.2	Rassf7
XR_350841.3	LOC102553043
NR_037366.1	Mir3574
NR_031923.1	Mir210
XM_006230511.3	Phrf1
XR_350831.3	Phrf1
XM_006230513.3	Phrf1
XM_006230510.3	Phrf1
XM_006230517.3	Phrf1
XM_006230515.3	Phrf1
XM_006230514.3	Phrf1
XM_006230516.3	Phrf1
NM_139093.1	Phrf1
XM_017588782.1	Phrf1
NM_001033691.1	Irf7
XM_006230540.1	Irf7
XM_006230541.1	Irf7
NM_138525.1	Cdhr5
XM_006230509.3	Cdhr5
XM_006230518.3	Sct
XM_017588786.1	Sct
NM_022670.2	Sct
NM_012944.2	Drd4
XM_006230522.2	Drd4
XM_006230521.2	Drd4
NR_045203.1	Tmem80
NR_045202.1	Tmem80
XM_006230562.1	Eps8l2
NM_001108508.1	Eps8l2
NM_031811.3	Taldo1
XM_017589232.1	Pddc1
NM_001107563.2	Pddc1
NM_001014163.1	Cend1
XM_017589233.1	Slc25a22
NM_001014027.1	Slc25a22
NM_001106318.2	Pidd1
NM_001030021.1	Rplp2
NM_001108509.2	Pnpla2
XM_006230561.3	Cracr2b
XM_006230559.3	Cracr2b
NM_001127541.1	Cracr2b
NM_022523.1	Cd151
XM_017589658.1	Cd151
XM_006230576.3	Cd151
XM_017589659.1	Cd151
NM_001143911.1	Polr2l
NM_001013070.1	Tspan4
XM_006230545.3	Tspan4
XM_017589009.1	Tspan4
XM_008759985.2	Tspan4
NM_001047854.2	Chid1
XM_006230549.3	Chid1
XM_006230548.3	Chid1
XR_590521.2	Chid1
XM_008760036.2	Muc6
XM_017590472.1	Muc2
XM_008760037.2	Muc5ac
XM_006230608.2	Muc5b
XM_017590258.1	Brsk2
XM_017590257.1	Brsk2
XM_017590256.1	Brsk2
XM_017590261.1	Brsk2
XM_017590260.1	Brsk2
XM_017590259.1	Brsk2
XM_017590473.1	LOC103691267
NM_001108510.1	Dusp8
XM_008760038.2	LOC103691264
XM_017590474.1	LOC108349786
XM_008760039.1	Krtap5-1
XM_017590269.1	LOC103690160
XM_017590268.1	LOC103690160
XM_006230622.3	Cttn
XM_017590270.1	Cttn
XM_006230625.3	Cttn
XM_006230629.3	LOC103689951
XM_006230626.3	LOC103689951
XM_006230628.3	LOC103689951
XM_003749028.4	LOC103689951
XM_006230627.3	LOC103689951
XM_017590271.1	LOC108349671
NM_001109474.1	LOC685544
XM_017590475.1	Ifitm10
NM_134334.2	Ctsd
XR_350860.3	LOC102546801
NM_053325.1	Syt8
NM_017185.1	Tnni2
XM_006230817.3	Lsp1
NM_001025420.1	Lsp1
XM_017589434.1	Lsp1
XM_006230818.1	Lsp1
XM_006230815.3	Lsp1
XM_008760146.1	Lsp1
XM_001064406.6	Prr33
XM_008760181.2	Prr33
NM_001270677.1	Tnnt3
NM_001270664.1	Tnnt3
NM_001270668.1	Tnnt3
NM_001270671.1	Tnnt3
NM_001270670.1	Tnnt3
NM_001270672.1	Tnnt3
NM_001270675.1	Tnnt3
NM_031532.2	Tnnt3
NM_001270678.1	Tnnt3
NM_001270673.1	Tnnt3
NM_001270676.1	Tnnt3
NM_001270665.1	Tnnt3
NM_001270666.1	Tnnt3
XM_006230685.3	Tnnt3
XM_006230686.3	Tnnt3
XM_008760086.2	Tnnt3
XM_017588794.1	Tnnt3
XM_017588793.1	Tnnt3
XM_017588790.1	Tnnt3
XM_017588791.1	Tnnt3
XM_017588789.1	Tnnt3
XM_008760083.2	Tnnt3
XM_006230683.3	Tnnt3
XM_008760085.2	Tnnt3
XM_006230681.3	Tnnt3
XM_017588792.1	Tnnt3
XM_008760082.2	Tnnt3
XM_008760084.2	Tnnt3
XM_017588788.1	Tnnt3
XM_008760080.2	Tnnt3
XM_008760081.2	Tnnt3
NM_022529.1	Mrpl23
NR_032754.1	Mir675
XM_008760183.2	LOC102547221
XM_017590273.1	LOC102547221
XM_017590272.1	LOC102547221
XM_008760182.2	LOC102547221
XR_590552.2	LOC102548505
XR_590553.1	LOC102548505
XR_590551.1	LOC102548505
NM_001190162.1	Igf2
NM_031511.2	Igf2
NM_001190163.1	Igf2
XM_006230664.3	Igf2
XM_008760074.2	Igf2
XM_006230665.2	Igf2
NR_032112.1	Mir483
XR_350865.1	LOC100909737
XM_006230914.2	LOC102548568
NM_019130.2	Ins2
XR_590561.2	LOC102549750
XR_001836061.1	LOC102549619
XR_590556.2	LOC102549619
XR_590555.2	LOC102549619
XR_590557.2	LOC102549619
XR_590554.2	LOC102549619
XR_590559.2	LOC102549619
XR_590558.2	LOC102549619
XR_001836062.1	LOC108349673
NM_012740.3	Th
NM_031503.2	Ascl2
XM_006230915.2	Tspan32
XM_006230916.2	Tspan32
XM_017590274.1	Tspan32
XM_002728846.4	Tspan32
NM_013087.2	Cd81
XM_008760149.1	Tssc4
NM_001310047.1	Tssc4
NM_001310046.1	Tssc4
NM_001013194.2	Tssc4
XM_006230775.3	Slc22a18
NM_001004260.1	Slc22a18
XM_008760095.2	Phlda2
NM_001100521.1	Phlda2
NM_001170480.1	Phlda2
XM_008760096.2	Phlda2
XM_006230824.3	Nap1l4
XM_006230826.3	Nap1l4
XM_006230823.3	Nap1l4
NM_001012170.1	Nap1l4
XM_006230827.3	Tnfrsf26
NM_001108511.1	Tnfrsf26
XM_006230917.1	Tnfrsf22
XM_006230830.3	Osbpl5
XM_006230828.3	Osbpl5
NM_001015024.2	Osbpl5
XM_006230829.3	Osbpl5
XR_590562.1	LOC103691270
XM_006230966.2	RGD1562011
XM_008760117.1	Mrgprg
XM_017589234.1	Mrgprg
XM_008760116.1	Mrgprg
NM_203470.1	Mrgprg
XM_017589519.1	Mrgpre
XM_006230870.3	Mrgpre
XM_008760163.2	Mrgpre
XM_017589520.1	Mrgpre
XM_006230872.3	Mrgpre
NM_001002288.1	Mrgpre
XM_008760145.2	Nadsyn1
XM_008760144.2	Nadsyn1
NM_181480.1	Nadsyn1
NM_022389.2	Dhcr7
XM_006230893.3	Dhcr7
XM_006230892.3	Dhcr7
XM_006230894.3	Dhcr7
XM_008760173.2	Dhcr7
XM_008760172.2	Dhcr7
NM_021868.2	Cttn
XM_006230889.3	Cttn
XM_006230891.3	Cttn
XM_017588638.1	LOC100364769
NM_152937.2	Fadd
XR_001836063.1	LOC108349677
NM_130817.1	Fgf3
XR_001836064.1	LOC108349678
XM_006230640.3	Fgf4
NM_053809.1	Fgf4
NM_130753.1	Fgf19
NR_036653.1	Bc1
NM_001107565.1	Oraov1
XM_017589241.1	Oraov1
XM_017589242.1	Oraov1
XR_001835422.1	Oraov1
XM_017589240.1	Oraov1
NM_171992.4	Ccnd1
XM_008760168.1	Ccnd1
XR_001836066.1	LOC108349679
NM_145088.1	Rmt1
XM_006230784.3	Tpcn2
NM_001107566.1	Tpcn2
XR_590543.2	Tpcn2
XM_017588842.1	Mrgprf
NM_153722.2	Mrgprf
XM_006230725.3	Mrgprd
NM_001001506.1	Mrgprd
NM_031586.1	Ighmbp2
NM_001107567.1	Mrpl21
XM_008760120.2	Mrpl21
NM_001012069.2	Tesmin
NM_033237.1	Gal
XM_008760186.1	LOC103691272
NM_001025683.1	RGD1311946
XR_001836067.1	LOC108349680
XR_001836068.1	LOC108349680
XR_001836069.1	LOC108349681
XM_006230707.3	Chka
XM_006230708.3	Chka
NM_017127.1	Chka
XM_017588853.1	Chka
XM_017588852.1	Chka
XM_008760090.1	Chka
XM_008760097.2	Tcirg1
XM_006230727.2	Tcirg1
XM_006230728.2	Tcirg1
NM_199089.2	Tcirg1
XM_017589014.1	Ndufs8
XM_006230731.1	Ndufs8
NM_001106322.2	Ndufs8
XM_017589435.1	Unc93b1
XM_006230833.2	Unc93b1
NM_001108513.1	Unc93b1
XM_008760188.2	LOC688778
XM_008760187.1	Aldh3b2
XM_006230734.2	Acy3
XM_008760099.1	Acy3
XM_006230733.3	Acy3
XM_008760098.2	Acy3
NM_001009603.1	Acy3
XM_006230921.3	Tbx10
XM_017590275.1	Tbx10
XR_590563.2	LOC103691273
XM_008760189.2	Nudt8
XM_341975.8	Nudt8
XM_006230735.3	Doc2g
NM_001011937.1	Doc2g
NM_001006972.1	Ndufv1
NM_012577.2	Gstp1
XM_017589017.1	RGD1307603
XM_006230737.1	RGD1307603
XM_008760100.1	RGD1307603
XM_006230736.1	RGD1307603
NM_001134508.1	RGD1307603
XM_006230924.3	Cabp2
XM_008760190.2	Cabp2
XM_574595.7	Cabp2
XM_017590276.1	Cabp2
XM_006230902.3	Cdk2ap2
NM_001109498.1	Cdk2ap2
XM_006230903.3	Cdk2ap2
XM_017589436.1	Pitpnm1
NM_001008369.1	Pitpnm1
NM_172327.2	Aip
XM_006230700.3	Aip
XM_006230699.3	Aip
XR_001836070.1	LOC108349683
XM_006230837.3	Tmem134
XM_006230835.3	Tmem134
NM_001078648.1	Tmem134
NM_001078647.1	Tmem134
NM_001108926.1	Cabp4
XM_001068698.5	Gpr152
XM_017590277.1	LOC108349682
XM_006230773.2	Coro1b
XM_006230774.3	Coro1b
NM_019222.1	Coro1b
NM_001024289.1	Ptprcap
NM_001010962.2	Rps6kb2
XM_006230840.3	Tbc1d10c
NM_001081980.1	Tbc1d10c
NM_031527.1	Ppp1ca
XM_008760192.2	Rad9a
XM_002728854.5	Rad9a
XM_006230930.3	Rad9a
NM_207615.2	Clcf1
XM_006230841.3	Pold4
NM_001013195.1	Pold4
XR_590564.2	LOC103691274
NM_001012217.1	Ssh3
XM_006230842.3	Ankrd13d
NM_001108514.1	Ankrd13d
NM_012776.1	Grk2
XM_006230843.3	Kdm2a
XM_006230844.3	Kdm2a
NM_001108515.1	Kdm2a
NM_138835.1	Syt12
XM_006230905.3	LOC689065
NM_001109521.1	LOC689065
XR_001835489.1	LOC689065
XM_006230689.3	Pc
XM_006230693.2	Pc
XM_006230692.3	Pc
XM_006230694.3	Pc
NM_001109508.1	Lrfn4
XM_017589733.1	Lrfn4
XM_008760136.1	Rce1
NM_001100585.1	Rce1
XM_008760135.2	Rce1
XM_006230788.3	Rce1
XM_006230790.3	Rce1
XM_006230791.3	Rce1
NM_019167.2	Sptbn2
XM_008760094.2	Sptbn2
XM_017588856.1	Sptbn2
XR_590565.2	LOC102553046
XM_008760093.2	Sptbn2
XM_008760092.2	Sptbn2
NM_001007014.2	Rbm4b
XM_008760104.2	Rbm4
XM_008760102.1	Rbm4
XM_008760103.2	Rbm4
XM_008760101.2	Rbm4
NM_001170484.1	Rbm4
XM_008760067.2	Rbm14
NM_133388.1	Rbm14
NM_053425.1	Ccs
NM_001109527.2	Ccdc87
NM_001034110.1	Ctsf
NM_133424.2	Actn3
NM_001039100.1	Zdhhc24
XM_008760137.2	Bbs1
NM_001107569.1	Bbs1
XM_006230633.3	Dpp3
NM_053748.1	Dpp3
XM_017588655.1	Dpp3
XM_006230739.3	mrpl11
NM_001006973.1	mrpl11
XM_017588841.1	Npas4
NM_153626.1	Npas4
XM_008760194.2	Slc29a2
NM_031738.1	Slc29a2
NM_001106324.1	B4gat1
XR_590567.2	LOC103691276
XM_008760195.1	Rin1
NM_139038.1	Rin1
NM_001106325.1	Cd248
XR_350888.3	LOC102554272
XM_003749040.4	LOC100911932
XR_350889.3	LOC102554421
NM_001107570.2	Tmem151a
XM_006230793.3	Tmem151a
XM_008760174.2	LOC108348052
XM_017590281.1	LOC108348052
XM_017590283.1	LOC108348085
XM_017590284.1	LOC108348098
XR_590568.2	LOC103691277
XM_017590282.1	LOC108348044
XM_008760073.1	LOC108348044
XM_017590285.1	LOC108348067
XR_350890.3	LOC102554466
NM_172017.2	Yif1a
NM_001025132.1	Cnih2
XM_017589438.1	Cnih2
XM_017589440.1	Cnih2
XM_017589437.1	Cnih2
XM_008760154.2	Cnih2
XM_017589439.1	Cnih2
XR_001836071.1	LOC102555354
XM_008760197.2	LOC102555167
NM_001109979.2	Rab1b
XM_017590286.1	Klc2
XM_003749042.4	Klc2
XM_006230935.3	Klc2
XM_006230936.2	Klc2
XM_003749043.4	Klc2
XM_006230937.3	Klc2
XM_006230934.1	Klc2
XM_008760105.2	Sf3b2
NM_001106326.1	Sf3b2
NM_001024290.1	Gal3st3
XM_008760198.2	Catsper1
NM_133566.1	Cst6
NM_053631.3	Banf1
XM_006230630.3	Banf1
XM_006230631.1	Banf1
NM_001008305.1	Eif1ad
XR_590570.1	LOC103691278
NM_031596.1	Sart1
XR_350897.3	LOC102555676
NM_001270736.1	Tsga10ip
NM_001004278.3	Tsga10ip
NM_001270737.1	Tsga10ip
XM_006230847.3	Tsga10ip
XM_008760155.2	Tsga10ip
XM_008760156.2	Tsga10ip
XM_008760157.2	Tsga10ip
XR_590544.2	Tsga10ip
NM_001077668.2	Drap1
XM_006230741.2	Drap1
NM_001024233.2	Bles03
NM_001243534.1	Bles03
NM_012953.1	Fosl1
XM_006230939.3	Ccdc85b
XM_008760199.2	Ccdc85b
XM_006230701.3	Fibp
NM_172334.2	Fibp
NM_001024242.1	Ctsw
NM_001025645.1	Mus81
XM_008760106.2	Mus81
XM_006230747.3	Mus81
XM_008760107.1	Mus81
NM_017147.2	Cfl1
XM_341993.8	Snx32
XM_006230940.3	Snx32
XM_006230941.3	Snx32
XM_008760202.2	Snx32
XM_017590289.1	Snx32
XM_017590288.1	Snx32
XM_008760200.2	LOC102551929
XM_017590291.1	LOC102556290
XM_008760138.2	Ovol1
XM_006230796.3	Ovol1
NM_001107572.1	Ovol1
NM_001271032.1	Ap5b1
XM_002728856.5	Rnaseh2c
NM_001005872.1	Kat5
NM_199267.2	Rela
XR_001835433.1	Sipa1
XM_006230849.3	Sipa1
NM_001004089.1	Sipa1
XM_219515.9	Pcnx3
XM_006230952.3	Pcnx3
XM_006230947.3	Pcnx3
XM_006230950.3	Pcnx3
XM_006230948.3	Pcnx3
NM_001013150.1	Map3k11
XR_350898.1	LOC102546344
XM_002728858.4	Kcnk7
NM_001025117.2	Ehbp1l1
NM_001270704.1	Ehbp1l1
NM_001270705.1	Ehbp1l1
XM_017589249.1	Ehbp1l1
NM_001129997.1	Ehbp1l1
NM_001015013.1	Fam89b
NM_001109537.2	Sssca1
XM_017589788.1	Ltbp3
XM_017589787.1	Ltbp3
XM_006230906.3	Ltbp3
XM_017589786.1	Ltbp3
NM_001191561.1	Ltbp3
XM_006230804.3	Frmd8
NM_001008348.1	Frmd8
XM_017589743.1	Slc25a45
XM_008760179.2	Slc25a45
XM_017589744.1	Slc25a45
NM_001271179.1	Slc25a45
NM_001108516.1	Dpf2
XM_006230850.2	Dpf2
XM_017589253.1	Cdc42ep2
XM_017589252.1	Cdc42ep2
XM_017589255.1	Cdc42ep2
XM_006230806.3	Cdc42ep2
XM_017589254.1	Cdc42ep2
XM_006230807.3	Cdc42ep2
NM_001009689.1	Cdc42ep2
XM_017590477.1	LOC108348875
NM_053480.2	Pola2
XR_001835495.1	Pola2
XM_006230750.3	Slc22a20
NM_001106327.1	Slc22a20
NM_019152.2	Capn1
XM_008760089.2	Capn1
XM_008760088.2	Capn1
XM_006230706.3	Capn1
XM_006230852.3	Syvn1
NM_001100739.1	Syvn1
NM_001047883.1	Mrpl49
NM_001160231.1	Fau
NM_001160232.1	Fau
NM_001012739.1	Fau
NM_001107574.1	Znhit2
NM_001013071.1	Tm7sf2
NR_106683.1	Mir6315
XM_008760052.2	Tmem262
NM_001242633.1	Tmem262
XM_008760175.1	Zfpl1
NM_001286936.1	Zfpl1
XM_006230901.3	Zfpl1
NM_001115042.2	Cdca5
XM_008760176.1	Cdca5
XM_008760177.2	Cdca5
NM_031759.1	Naaladl1
XR_145790.3	Sac3d1
NM_001024752.1	Snx15
XM_219527.8	Batf2
XM_008760203.2	Batf2
XM_006230953.3	Batf2
XM_017589575.1	Majin
NM_001024291.1	Majin
XM_008760070.2	Gpha2
XM_008760069.2	Gpha2
NM_133619.2	Gpha2
NM_181379.2	Ppp2r5b
XM_008760143.1	Ppp2r5b
NM_001109545.1	Atg2a
XM_008760180.2	Atg2a
NR_031911.1	Mir194-2
NR_031908.1	Mir192
NM_001011939.2	Ehd1
XM_008760108.2	Cdc42bpg
NM_001130013.1	Cdc42bpg
XM_006230752.3	Cdc42bpg
XM_006230751.3	Cdc42bpg
XM_017589019.1	Cdc42bpg
XM_006230772.3	Men1
XM_006230769.3	Men1
XM_006230771.3	Men1
XM_006230770.3	Men1
NM_019208.3	Men1
XM_006230754.3	Map4k2
XM_006230753.3	Map4k2
NM_001106329.1	Map4k2
XR_001836074.1	LOC108349687
XM_006230646.3	Sf1
XM_006230642.3	Sf1
XM_006230645.3	Sf1
XM_006230641.3	Sf1
XM_006230647.3	Sf1
XM_006230643.3	Sf1
XM_008760066.2	Sf1
XM_017588702.1	Sf1
NM_058210.2	Sf1
NM_001110793.1	Sf1
NM_012638.1	Pygm
XM_017589441.1	Rasgrp2
NM_001034943.1	Slc22a12
XM_008760161.2	Slc22a12
XM_008760162.2	Slc22a12
NM_001108517.2	Rps6ka4
XM_215206.10	Ccdc88b
XR_001836075.1	Ccdc88b
NM_001106330.2	Trmt112
NM_001008511.2	Esrra
XM_006230755.2	Esrra
XM_017590478.1	Tex40
XM_008760056.2	Kcnk4
XM_006230634.3	Kcnk4
XM_008760054.2	Kcnk4
XM_008760055.2	Kcnk4
XR_001835347.1	Kcnk4
NM_053804.2	Kcnk4
XR_001835491.1	Gpr137
NM_001109562.2	Gpr137
XM_006230896.3	Bad
NM_022698.1	Bad
XM_006230897.3	Bad
XM_006230898.3	Bad
XM_006230711.3	Plcb3
NM_033350.1	Plcb3
NM_172045.1	Ppp1r14b
XM_006230758.2	Fkbp2
NM_001134429.1	Fkbp2
NM_001134428.1	Fkbp2
XM_017589021.1	Fkbp2
XM_017589020.1	Fkbp2
XM_006230910.3	Vegfb
XM_006230912.3	Vegfb
NM_053549.1	Vegfb
XM_006230911.3	Vegfb
XM_008760159.2	Dnajc4
XM_006230859.3	Dnajc4
XM_006230860.3	Dnajc4
NM_001013196.1	Dnajc4
XM_006230760.3	Nudt22
NM_199090.2	Nudt22
NM_001106331.1	Trpt1
XM_006230761.3	Trpt1
NM_001127543.1	Fermt3
XM_006230811.3	Fermt3
NM_138911.3	Stip1
XM_008760167.2	Flrt1
XM_017589577.1	Flrt1
XM_017589576.1	Flrt1
NM_001109160.1	Flrt1
XR_001836076.1	LOC108349688
NM_001106332.1	Otub1
NM_134345.1	Cox8a
NM_001108518.1	Naa40
XR_350911.3	LOC102551606
XM_008760113.2	Rcor2
XM_008760115.2	Rcor2
XM_008760114.2	Rcor2
NM_001013994.1	Rcor2
XM_006230880.3	Mark2
XM_006230863.3	RGD1308106
XM_006230864.3	RGD1308106
NM_001134575.1	RGD1308106
XR_350852.3	RGD1308106
XR_590546.2	RGD1308106
XR_350851.3	RGD1308106
XR_590545.2	RGD1308106
XM_017589578.1	RGD1560108
NM_001109161.3	RGD1560108
XR_590576.2	LOC102551693
NM_001044241.1	Atl3
XM_017589257.1	Atl3
XM_006230812.3	Atl3
XR_001836077.1	LOC686151
NM_017060.2	Pla2g16
XM_006230687.3	Pla2g16
NM_001106333.1	Lgals12
XM_006230764.3	Lgals12
XM_008760111.2	Lgals12
XM_006230763.3	Lgals12
XM_017589023.1	Lgals12
XM_008760112.2	Lgals12
NM_001039007.1	Hrasls5
XM_006230768.3	Hrasls5
XM_001073579.4	LOC690183
NM_134379.1	UST4r
XM_008760243.2	Slc22a8
NM_031332.1	Slc22a8
XR_350914.3	LOC102550957
XR_590582.2	LOC102550957
XM_006230978.2	Slc22a6
NM_017224.2	Slc22a6
XM_006230974.3	Chrm1
XM_008760215.2	Chrm1
NM_080773.1	Chrm1
NM_001271089.2	Slc3a2
NR_131096.1	LOC100912041
XM_006231000.3	Wdr74
XM_006230999.3	Wdr74
NM_001109569.1	Wdr74
NM_031704.2	Stx5
XM_006230997.2	Stx5
NM_021579.1	Nxf1
NM_001191104.1	Tmem223
NM_001109572.1	Tmem179b
XM_006231001.3	Tmem179b
XM_008760224.2	Taf6l
XM_017589259.1	Taf6l
XM_006230979.3	Taf6l
XM_006230981.3	Taf6l
XM_006230982.3	Taf6l
NM_001107575.1	Taf6l
XM_006230973.1	Polr2g
NM_053948.4	Polr2g
XM_006230992.3	Zbtb3
NM_001109162.2	Zbtb3
XM_006230988.3	Ttc9c
XM_006230985.3	Ttc9c
XM_006230986.3	Ttc9c
XM_006230987.3	Ttc9c
NM_001007693.1	Ttc9c
XM_006231006.2	Hnrnpul2
NM_001305220.1	Hnrnpul2
NM_053658.1	Gng3
NM_001012171.1	Bscl2
XM_006230975.2	Ubxn1
NM_001034829.1	Ubxn1
NM_001168661.1	Uqcc3
XM_017589745.1	Lbhd1
NM_001109581.2	Lbhd1
XR_350920.2	LOC102551607
NM_001107576.1	Ints5
XM_006230977.3	Ganab
XM_006230976.3	Ganab
NM_001106334.1	Ganab
NM_001128184.1	B3gat3
NM_001009690.1	Rom1
XM_006231008.2	Eml3
XM_006231009.3	Eml3
XM_006231007.3	Eml3
NM_001100740.1	Mta2
NM_001033901.1	Tut1
NM_001004223.2	Eef1g
XM_017588767.1	Ahnak
XM_017588768.1	Ahnak
XM_017588769.1	Ahnak
XM_017588764.1	Ahnak
XM_017588759.1	Ahnak
XM_017588752.1	Ahnak
XM_017588756.1	Ahnak
XM_017588762.1	Ahnak
XM_017588761.1	Ahnak
XM_017588765.1	Ahnak
XM_017588755.1	Ahnak
XM_017588757.1	Ahnak
XM_017588754.1	Ahnak
XM_017588753.1	Ahnak
XM_017588758.1	Ahnak
XM_017588750.1	Ahnak
XM_017588763.1	Ahnak
XM_017588760.1	Ahnak
NM_001191951.1	Ahnak
XM_017588751.1	Ahnak
XR_001836078.1	LOC108349690
NM_013051.1	Scgb1a1
XM_017590563.1	LOC108348288
XM_008760228.2	Scgb1d2
XM_017589260.1	Scgb1d2
NM_177482.1	Scgb1d2
NM_207593.2	Psbpc2
XM_017590298.1	Scgb2a1
XM_017590297.1	Scgb2a1
